protein1_uniprot,protein2_uniprot,interaction_type
P0C2H8,P41805,0
P0C2H8,P49166,0
P0C2H8,P49167,0
P0C2H8,P87262,0
P0C2H8,Q02326,0
P0C2H8,Q02753,0
P0C2H8,Q12690,0
P0C6H2,P61769,0
P0CG05,Q75760,0
P0CG48,P0CG68,0
P0CG48,P53165,0
P0CG48,P61088,0
P0CG48,Q03067,0
P0CG48,Q6WNK7,0
P0CH08,P0CX23,0
P0CH08,P0CX25,0
P0CH08,P0CX27,0
P0CH08,P0CX41,0
P0CH08,P0CX45,0
P0CH08,P0CX49,0
P0CH08,P0CX82,0
P0CH08,P0CX84,0
P0CH08,P0CX86,0
P0CH08,P10664,0
P0CH08,P14120,0
P0CH08,P14126,0
P0CH08,P17076,0
P0CH08,P26321,0
P0CH08,P26784,0
P0CH08,P36105,0
P0CH08,P38061,0
P0CH08,P41805,0
P0CH08,P49166,0
P0CH08,P49167,0
P0CH08,P87262,0
P0CH08,Q02326,0
P0CH08,Q02753,0
P0CH08,Q12690,0
P0CX23,P0CX25,0
P0CX23,P0CX27,0
P0CX23,P0CX41,0
P0CX23,P0CX45,0
P0CX23,P0CX49,0
P0CX23,P0CX82,0
P0CX23,P0CX84,0
P0CX23,P0CX86,0
P0CX23,P10664,0
P0CX23,P14120,0
P0CX23,P14126,0
P0CX23,P17076,0
P0CX23,P26321,0
P0CX23,P26784,0
P0CX23,P36105,0
P0CX23,P38061,0
P0CX23,P41805,0
P0CX23,P49166,0
P0CX23,P49167,0
P0CX23,P87262,0
P0CX23,Q02326,0
P0CX23,Q02753,0
P0CX23,Q12690,0
P0CX25,P0CX27,0
P0CX25,P0CX41,0
P0CX25,P0CX45,0
P0CX25,P0CX49,0
P0CX25,P0CX82,0
P0CX25,P0CX84,0
P0CX25,P0CX86,0
P0CX25,P10664,0
P0CX25,P14120,0
P0CX25,P14126,0
P0CX25,P17076,0
P0CX25,P26321,0
P0CX25,P26784,0
P0CX25,P36105,0
P0CX25,P38061,0
P0CX25,P41805,0
P0CX25,P49166,0
P0CX25,P49167,0
P0CX25,P87262,0
P0CX25,Q02326,0
P0CX25,Q02753,0
P0CX25,Q12690,0
P0CX27,P0CX41,0
P0CX27,P0CX45,0
P0CX27,P0CX49,0
P0CX27,P0CX82,0
P0CX27,P0CX84,0
P0CX27,P0CX86,0
P0CX27,P10664,0
P0CX27,P14120,0
P0CX27,P14126,0
P0CX27,P17076,0
P0CX27,P26321,0
P0CX27,P26784,0
P0CX27,P36105,0
P0CX27,P38061,0
P0CX27,P41805,0
P0CX27,P49166,0
P0CX27,P49167,0
P0CX27,P87262,0
P0CX27,Q02326,0
P0CX27,Q02753,0
P0CX27,Q12690,0
P0CX29,P0CX31,0
P0CX29,P0CX35,0
P0CX29,P0CX37,0
P0CX29,P0CX39,0
P0CX29,P0CX51,0
P0CX29,P0CX55,0
P0CX29,P25443,0
P0CX29,P26783,0
P0CX29,P26786,0
P0CX29,P32905,0
P0CX29,P33442,0
P0CX29,P35997,0
P0CX29,P38011,0
P0CX29,P38701,0
P0CX29,P39938,0
P0CX29,P41057,0
P0CX29,P48589,0
P0CX29,Q01855,0
P0CX29,Q08745,0
P0CX29,Q3E792,0
P0CX29,Q3E7X9,0
P0CX31,P0CX33,0
P0CX31,P0CX37,0
P0CX31,P0CX39,0
P0CX31,P0CX47,0
P0CX31,P0CX51,0
P0CX31,P0CX55,0
P0CX31,P25443,0
P0CX31,P26783,0
P0CX31,P26786,0
P0CX31,P32905,0
P0CX31,P33442,0
P0CX31,P35997,0
P0CX31,P38011,0
P0CX31,P38701,0
P0CX31,P39015,0
P0CX31,P39938,0
P0CX31,P41057,0
P0CX31,P48589,0
P0CX31,Q01855,0
P0CX31,Q08745,0
P0CX31,Q3E792,0
P0CX31,Q3E7X9,0
P0CX33,P0CX35,0
P0CX33,P0CX37,0
P0CX33,P0CX39,0
P0CX33,P0CX47,0
P0CX33,P0CX51,0
P0CX33,P0CX55,0
P0CX33,P25443,0
P0CX33,P26783,0
P0CX33,P26786,0
P0CX33,P32905,0
P0CX33,P33442,0
P0CX33,P35997,0
P0CX33,P38011,0
P0CX33,P38701,0
P0CX33,P39938,0
P0CX33,P41057,0
P0CX33,P48589,0
P0CX33,Q01855,0
P0CX33,Q08745,0
P0CX33,Q3E792,0
P0CX33,Q3E7X9,0
P0CX35,P0CX39,0
P0CX35,P0CX51,0
P0CX35,P0CX55,0
P0CX35,P25443,0
P0CX35,P26783,0
P0CX35,P26786,0
P0CX35,P32905,0
P0CX35,P33442,0
P0CX35,P35997,0
P0CX35,P38011,0
P0CX35,P38701,0
P0CX35,P39015,0
P0CX35,P39938,0
P0CX35,P41057,0
P0CX35,P48589,0
P0CX35,Q01855,0
P0CX35,Q08745,0
P0CX35,Q3E792,0
P0CX35,Q3E7X9,0
P0CX37,P0CX39,0
P0CX37,P0CX47,0
P0CX37,P0CX51,0
P0CX37,P0CX55,0
P0CX37,P25443,0
P0CX37,P26783,0
P0CX37,P26786,0
P0CX37,P32905,0
P0CX37,P33442,0
P0CX37,P35997,0
P0CX37,P38011,0
P0CX37,P38701,0
P0CX37,P39015,0
P0CX37,P39938,0
P0CX37,P41057,0
P0CX37,P48589,0
P0CX37,Q01855,0
P0CX37,Q08745,0
P0CX37,Q3E792,0
P0CX37,Q3E7X9,0
P0CX39,P0CX51,0
P0CX39,P0CX55,0
P0CX39,P25443,0
P0CX39,P26783,0
P0CX39,P26786,0
P0CX39,P32905,0
P0CX39,P33442,0
P0CX39,P35997,0
P0CX39,P38011,0
P0CX39,P38701,0
P0CX39,P39015,0
P0CX39,P39938,0
P0CX39,P41057,0
P0CX39,P48589,0
P0CX39,Q01855,0
P0CX39,Q08745,0
P0CX39,Q3E792,0
P0CX39,Q3E7X9,0
P0CX41,P0CX45,0
P0CX41,P0CX49,0
P0CX41,P0CX82,0
P0CX41,P0CX84,0
P0CX41,P0CX86,0
P0CX41,P10664,0
P0CX41,P14120,0
P0CX41,P14126,0
P0CX41,P17076,0
P0CX41,P26321,0
P0CX41,P26784,0
P0CX41,P36105,0
P0CX41,P38061,0
P0CX41,P41805,0
P0CX41,P49166,0
P0CX41,P49167,0
P0CX41,P87262,0
P0CX41,Q02326,0
P0CX41,Q02753,0
P0CX41,Q12690,0
P0CX45,P0CX49,0
P0CX45,P0CX82,0
P0CX45,P0CX84,0
P0CX45,P0CX86,0
P0CX45,P10664,0
P0CX45,P14120,0
P0CX45,P14126,0
P0CX45,P17076,0
P0CX45,P26321,0
P0CX45,P26784,0
P0CX45,P36105,0
P0CX45,P38061,0
P0CX45,P41805,0
P0CX45,P49166,0
P0CX45,P49167,0
P0CX45,P87262,0
P0CX45,Q02326,0
P0CX45,Q02753,0
P0CX45,Q12690,0
P0CX47,P0CX51,0
P0CX47,P0CX55,0
P0CX47,P25443,0
P0CX47,P26783,0
P0CX47,P26786,0
P0CX47,P32905,0
P0CX47,P33442,0
P0CX47,P35997,0
P0CX47,P38011,0
P0CX47,P38701,0
P0CX47,P39015,0
P0CX47,P39938,0
P0CX47,P41057,0
P0CX47,P48589,0
P0CX47,Q01855,0
P0CX47,Q08745,0
P0CX47,Q3E792,0
P0CX47,Q3E7X9,0
P0CX49,P0CX82,0
P0CX49,P0CX84,0
P0CX49,P0CX86,0
P0CX49,P10664,0
P0CX49,P14120,0
P0CX49,P14126,0
P0CX49,P17076,0
P0CX49,P26321,0
P0CX49,P26784,0
P0CX49,P36105,0
P0CX49,P38061,0
P0CX49,P41805,0
P0CX49,P49166,0
P0CX49,P49167,0
P0CX49,P87262,0
P0CX49,Q02326,0
P0CX49,Q02753,0
P0CX49,Q12690,0
P0CX51,P0CX55,0
P0CX51,P25443,0
P0CX51,P26786,0
P0CX51,P32905,0
P0CX51,P33442,0
P0CX51,P35997,0
P0CX51,P39938,0
P0CX51,P41057,0
P0CX51,P48589,0
P0CX51,Q01855,0
P0CX51,Q08745,0
P0CX51,Q3E792,0
P0CX51,Q3E7X9,0
P0CX55,P25443,0
P0CX55,P26783,0
P0CX55,P26786,0
P0CX55,P32905,0
P0CX55,P33442,0
P0CX55,P35997,0
P0CX55,P38011,0
P0CX55,P38701,0
P0CX55,P39938,0
P0CX55,P41057,0
P0CX55,P48589,0
P0CX55,Q08745,0
P0CX55,Q3E7X9,0
P0CX82,P0CX84,0
P0CX82,P0CX86,0
P0CX82,P10664,0
P0CX82,P14120,0
P0CX82,P14126,0
P0CX82,P17076,0
P0CX82,P26321,0
P0CX82,P26784,0
P0CX82,P36105,0
P0CX82,P38061,0
P0CX82,P41805,0
P0CX82,P49166,0
P0CX82,P49167,0
P0CX82,P87262,0
P0CX82,Q02326,0
P0CX82,Q02753,0
P0CX82,Q12690,0
P0CX84,P0CX86,0
P0CX84,P10664,0
P0CX84,P14120,0
P0CX84,P14126,0
P0CX84,P17076,0
P0CX84,P26321,0
P0CX84,P26784,0
P0CX84,P36105,0
P0CX84,P38061,0
P0CX84,P41805,0
P0CX84,P49166,0
P0CX84,P49167,0
P0CX84,P87262,0
P0CX84,Q02326,0
P0CX84,Q02753,0
P0CX84,Q12690,0
P0CX86,P10664,0
P0CX86,P14120,0
P0CX86,P14126,0
P0CX86,P17076,0
P0CX86,P26321,0
P0CX86,P26784,0
P0CX86,P36105,0
P0CX86,P38061,0
P0CX86,P41805,0
P0CX86,P49166,0
P0CX86,P49167,0
P0CX86,P87262,0
P0CX86,Q02326,0
P0CX86,Q02753,0
P0CX86,Q12690,0
P10149,Q9FBI2,0
P10175,P13183,0
P10175,P68530,0
P10175,P68553,0
P10300,Q76740,0
P10619,P61769,0
P10664,P14120,0
P10664,P14126,0
P10664,P17076,0
P10664,P26321,0
P10664,P26784,0
P10664,P36105,0
P10664,P38061,0
P10664,P41805,0
P10664,P49166,0
P10664,P49167,0
P10664,P87262,0
P10664,Q02326,0
P10664,Q02753,0
P10664,Q12690,0
P10793,P12355,0
P10793,P12355,0
P10793,P12357,0
P10793,P12357,0
P10793,P17227,0
P10793,P17227,0
P10793,P17230,0
P10793,P17230,0
P10793,P20120,0
P10793,P22179,0
P10793,P22179,0
P10793,P36886,0
P10793,Q01667,0
P10793,Q32904,0
P10793,Q41038,0
P10793,Q41385,0
P10793,Q41385,0
P10793,Q84U30,0
P10793,Q84U30,0
P10793,Q9SQL2,0
P10793,Q9SY97,0
P10824,P63212,0
P10824,P63212,0
P11076,P35604,0
P11077,P07939,0
P11207,P62877,0
P11207,P62877,0
P11209,Q5GIG0,0
P11474,Q6VAC1,0
P11914,P17505,0
P11914,P17505,0
P12238,P12240,0
P12238,P12241,0
P12238,P12313,0
P12238,P19054,0
P12238,P56152,0
P12239,P12240,0
P12239,P12241,0
P12239,P12313,0
P12239,P19054,0
P12239,P56152,0
P12239,Q8DIN9,0
P12239,Q8DIP0,0
P12239,Q8DIQ1,0
P12239,Q9F1K9,0
P12240,P12241,0
P12240,P12313,0
P12240,P19054,0
P12240,P56152,0
P12240,Q7DGD4,0
P12241,P19054,0
P12241,P56152,0
P12241,Q7DGD4,0
P12307,Q8TCD2,0
P12313,P19054,0
P12313,P56152,0
P12313,Q7DGD4,0
P12353,P12355,0
P12353,P12355,0
P12353,P12357,0
P12353,P12357,0
P12353,P17227,0
P12353,P17227,0
P12353,P17230,0
P12353,P17230,0
P12353,P22179,0
P12353,P22179,0
P12353,P36886,0
P12353,Q01667,0
P12353,Q41038,0
P12353,Q84U30,0
P12353,Q84U30,0
P12353,Q9SQL2,0
P12353,Q9SY97,0
P12355,P12357,0
P12355,P12357,0
P12355,P17227,0
P12355,P17227,0
P12355,P20120,0
P12355,P22179,0
P12355,P22179,0
P12355,P36886,0
P12355,Q01667,0
P12355,Q32904,0
P12355,Q41038,0
P12355,Q41385,0
P12355,Q41385,0
P12355,Q84U30,0
P12355,Q84U30,0
P12355,Q9SQL2,0
P12355,Q9SY97,0
P12357,P17227,0
P12357,P17227,0
P12357,P17230,0
P12357,P17230,0
P12357,P22179,0
P12357,P22179,0
P12357,P36886,0
P12357,Q01667,0
P12357,Q41038,0
P12357,Q41385,0
P12357,Q41385,0
P12357,Q84U30,0
P12357,Q84U30,0
P12357,Q9S831,0
P12357,Q9SQL2,0
P12357,Q9SY97,0
P12499,P61769,0
P12499,Q8NHL6,0
P12506,P56658,0
P12538,P24936,0
P12901,P61769,0
P12977,P61769,0
P13183,P00430,0
P13183,P10175,0
P13271,P00130,0
P13271,P07552,0
P13271,P23004,0
P13272,P00126,0
P13272,P00129,0
P13285,P61769,0
P13619,P19483,0
P13620,P13621,0
P13620,P19483,0
P13664,Q51918,0
P13765,Q6ICR9,0
P13899,Q88487,0
P13899,Q88496,0
P14079,P61769,0
P14120,P14126,0
P14120,P17076,0
P14120,P26321,0
P14120,P26784,0
P14120,P36105,0
P14120,P38061,0
P14120,P41805,0
P14120,P49166,0
P14120,P49167,0
P14120,P87262,0
P14120,Q02326,0
P14120,Q02753,0
P14120,Q12690,0
P14126,P17076,0
P14126,P26321,0
P14126,P26784,0
P14126,P36105,0
P14126,P38061,0
P14126,P41805,0
P14126,P49166,0
P14126,P49167,0
P14126,P87262,0
P14126,Q02326,0
P14126,Q02753,0
P14126,Q12690,0
P14784,P01589,0
P14784,Q13261,0
P15072,P87677,0
P15072,Q0QEE1,0
P15072,Q65095,0
P15480,Q98VX2,0
P15480,Q9WI42,0
P15873,P38251,0
P15873,P40348,0
P16104,P61769,0
P16104,Q8N423,0
P16104,Q8N423,0
P16370,P29055,0
P16370,Q04307,0
P16780,P61769,0
P17076,P26321,0
P17076,P26784,0
P17076,P36105,0
P17076,P38061,0
P17076,P41805,0
P17076,P49166,0
P17076,P49167,0
P17076,P87262,0
P17076,Q02326,0
P17076,Q02753,0
P17076,Q12690,0
P17227,P17230,0
P17227,P17230,0
P17227,P20120,0
P17227,P36886,0
P17227,Q01667,0
P17227,Q32904,0
P17227,Q41038,0
P17227,Q84U30,0
P17227,Q84U30,0
P17227,Q9S831,0
P17227,Q9SQL2,0
P17227,Q9SY97,0
P17230,P22179,0
P17230,P36886,0
P17230,Q01667,0
P17230,Q41038,0
P17230,Q41385,0
P17230,Q41385,0
P17230,Q84U30,0
P17230,Q84U30,0
P17230,Q9S831,0
P17230,Q9SQL2,0
P17230,Q9SY97,0
P17342,P23582,0
P17379,P22473,0
P17412,P17413,0
P17412,P17413,0
P17676,P01104,0
P17676,P06876,0
P17676,Q03347,0
P17676,Q08024,0
P18139,P61769,0
P18525,P77921,0
P18525,P98002,0
P18531,P22289,0
P18671,Q9S8T0,0
P18946,P00126,0
P18946,P00130,0
P18946,P23004,0
P19054,P51765,0
P19054,P56152,0
P19221,O08675,0
P19221,O88634,0
P19483,P05630,0
P19483,P05632,0
P19483,P32876,0
P19483,P68699,0
P19505,P61769,0
P19544,P61769,0
P19636,Q31Y40,0
P19909,P57041,0
P19909,P57041,0
P19909,Q9JPT2,0
P20120,Q32904,0
P20120,Q41038,0
P20120,Q9SQL2,0
P20433,P20434,0
P20433,P20436,0
P20433,P22139,0
P20433,P29055,0
P20433,P38902,0
P20433,P40422,0
P20433,Q04307,0
P20434,P20436,0
P20434,P22139,0
P20434,P38902,0
P20434,P40422,0
P20434,Q04307,0
P20435,P20436,0
P20435,P22139,0
P20435,P29055,0
P20435,P38902,0
P20435,P40422,0
P20435,Q04307,0
P20436,P22139,0
P20436,P27999,0
P20436,P29055,0
P20436,P40422,0
P20436,Q04307,0
P20937,P04582,0
P21242,P25043,0
P21242,P25043,0
P21242,Q05778,0
P21243,Q05778,0
P21279,P61585,0
P21279,P61586,0
P21448,Q28964,0
P21611,Q5ZMD1,0
P21611,Q6J4Y8,0
P21836,Q543Z1,0
P22029,P07359,0
P22139,P27999,0
P22139,P29055,0
P22139,P34087,0
P22139,P38902,0
P22139,Q04307,0
P22141,P25043,0
P22141,Q9U8G2,0
P22179,P17230,0
P22179,P36886,0
P22179,Q01667,0
P22179,Q41038,0
P22179,Q84U30,0
P22179,Q84U30,0
P22179,Q9S831,0
P22179,Q9SQL2,0
P22179,Q9SY97,0
P22289,A0N6Y3,0
P22289,P00044,0
P22289,P01647,0
P22289,P18531,0
P22619,P29899,0
P22619,P29899,0
P23004,P00126,0
P23004,P00130,0
P23004,P00157,0
P23004,P07552,0
P23004,P13271,0
P23004,P13272,0
P23004,P18946,0
P23008,Q80SG5,0
P23008,Q80SQ0,0
P23008,Q82122,0
P23230,P50369,0
P23230,P50369,0
P23230,Q42496,0
P23230,Q42496,0
P23638,P23724,0
P23638,P23724,0
P23638,P30657,0
P23638,P36040,0
P23638,P38624,0
P23638,Q05778,0
P23639,P23724,0
P23639,P23724,0
P23639,P30656,0
P23639,P30656,0
P23639,P32379,0
P23639,P32379,0
P23639,P36040,0
P23639,P38624,0
P23639,Q05778,0
P23724,P36040,0
P23724,Q05778,0
P23724,Q9U8G2,0
P24183,P0AEK7,0
P24588,P63098,0
P24588,Q08209,0
P24740,P61769,0
P24941,Q01094,0
P24941,Q01094,0
P24941,Q9NP68,0
P25043,P22141,0
P25043,P32379,0
P25043,P36040,0
P25043,P40302,0
P25043,P40303,0
P25043,P43583,0
P25043,Q05778,0
P25043,Q9U8G2,0
P25098,P63212,0
P25116,Q69EZ8,0
P25443,P26783,0
P25443,P26786,0
P25443,P33442,0
P25443,P35997,0
P25443,P38011,0
P25443,P38701,0
P25443,P39938,0
P25443,P41057,0
P25443,P48589,0
P25443,Q01855,0
P25443,Q08745,0
P25443,Q3E792,0
P25443,Q3E7X9,0
P25451,P30657,0
P25451,P32379,0
P25451,P36040,0
P25451,P40302,0
P25451,Q05778,0
P25451,Q9U8G2,0
P25801,Q9VPQ6,0
P26321,P26784,0
P26321,P36105,0
P26321,P38061,0
P26321,P41805,0
P26321,P49166,0
P26321,P49167,0
P26321,P87262,0
P26321,Q02326,0
P26321,Q02753,0
P26321,Q12690,0
P26590,P61769,0
P26631,Q69EZ8,0
P26661,Q51918,0
P26715,P61769,0
P26783,P26786,0
P26783,P32905,0
P26783,P33442,0
P26783,P35997,0
P26783,P38011,0
P26783,P38701,0
P26783,P39015,0
P26783,P39938,0
P26783,P41057,0
P26783,P48589,0
P26783,Q01855,0
P26783,Q08745,0
P26784,P36105,0
P26784,P38061,0
P26784,P41805,0
P26784,P49166,0
P26784,P49167,0
P26784,P87262,0
P26784,Q02326,0
P26784,Q02753,0
P26784,Q12690,0
P26786,P32905,0
P26786,P33442,0
P26786,P38011,0
P26786,P38701,0
P26786,P39015,0
P26786,P39938,0
P26786,P41057,0
P26786,P48589,0
P26786,Q01855,0
P26786,Q08745,0
P26786,Q3E792,0
P26786,Q3E7X9,0
P27038,P36894,0
P27040,P36894,0
P27150,P02391,0
P27150,P04450,0
P27150,P0A7J7,0
P27150,P60422,0
P27150,P68919,0
P27384,P27391,0
P27384,P27392,0
P27705,P0A0L5,0
P27797,P61769,0
P27999,P29055,0
P27999,P38902,0
P27999,P40422,0
P28007,P40486,0
P28061,Q38BM8,0
P28061,Q9U8G2,0
P28061,Q9U8G2,0
P28063,P28076,0
P28063,P49722,0
P28063,P99026,0
P28063,Q9QUM9,0
P28063,Q9R1P0,0
P28076,P49722,0
P28076,Q9R1P0,0
P28076,Q9R1P1,0
P28076,Q9R1P3,0
P28076,Q9Z2U0,0
P28076,Q9Z2U1,0
P28503,Q69EZ8,0
P28504,Q69EZ8,0
P28505,Q69EZ8,0
P28506,Q69EZ8,0
P28507,Q69EZ8,0
P28508,P68108,0
P28508,Q69EZ8,0
P28511,Q69EZ8,0
P28630,Q325C6,0
P28700,Q15596,0
P29055,P34087,0
P29055,P38902,0
P29055,P40422,0
P30305,P61769,0
P30464,P51965,0
P30656,P36040,0
P30656,Q05778,0
P30656,Q9U8G2,0
P30657,P23638,0
P30657,P25451,0
P30657,P32379,0
P30657,P32379,0
P30657,P36040,0
P30657,Q05778,0
P30657,Q9U8G2,0
P31345,P52294,0
P31345,Q2IC85,0
P31697,Q0T8Y8,0
P31697,Q83P70,0
P31785,P01589,0
P31785,Q13261,0
P31800,P00126,0
P32241,P61769,0
P32379,P25043,0
P32379,P25451,0
P32379,P38624,0
P32379,P43583,0
P32905,P33442,0
P32905,P38011,0
P32905,P38701,0
P32905,P39015,0
P32905,P39938,0
P32905,P41057,0
P32905,P48589,0
P32905,Q01855,0
P32905,Q08745,0
P32905,Q3E792,0
P32905,Q3E7X9,0
P33241,P61769,0
P33260,P61769,0
P33442,P35997,0
P33442,P38011,0
P33442,P38701,0
P33442,P39015,0
P33442,P41057,0
P33442,P48589,0
P33442,Q01855,0
P33442,Q08745,0
P33442,Q3E792,0
P33442,Q3E7X9,0
P33672,Q2YDE4,0
P33672,Q3MHN0,0
P33672,Q3T0X5,0
P33672,Q3T108,0
P33672,Q3ZBG0,0
P33672,Q58DU5,0
P33672,Q5E987,0
P34087,P40422,0
P34087,Q04307,0
P34162,P38782,0
P34162,Q99278,0
P35226,P61077,0
P35874,Q9X1R4,0
P35997,P38011,0
P35997,P38701,0
P35997,P39015,0
P35997,P39938,0
P35997,P41057,0
P35997,P48589,0
P35997,Q01855,0
P35997,Q08745,0
P35997,Q3E792,0
P35997,Q3E7X9,0
P36040,P38624,0
P36040,P40303,0
P36105,P38061,0
P36105,P41805,0
P36105,P49166,0
P36105,P49167,0
P36105,P87262,0
P36105,Q02326,0
P36105,Q02753,0
P36105,Q12690,0
P36594,P48011,0
P36595,P37382,0
P36595,P48011,0
P36595,P87123,0
P36595,Q92399,0
P36886,Q01667,0
P36886,Q41038,0
P36886,Q41385,0
P36886,Q84U30,0
P36886,Q9S831,0
P36886,Q9SQL2,0
P36894,P27038,0
P36894,P27040,0
P36894,Q13705,0
P36894,Q13705,0
P37023,Q13705,0
P37108,O07347,0
P37108,O62798,0
P37108,P14576,0
P37382,Q09191,0
P37727,Q08603,0
P38011,P39015,0
P38011,P39938,0
P38011,P41057,0
P38011,P48589,0
P38011,Q01855,0
P38011,Q08745,0
P38011,Q3E792,0
P38011,Q3E7X9,0
P38061,P41805,0
P38061,P49166,0
P38061,P49167,0
P38061,P87262,0
P38061,Q02326,0
P38061,Q02753,0
P38061,Q12690,0
P38251,P15873,0
P38624,P23638,0
P38624,P23639,0
P38624,P32379,0
P38624,Q05778,0
P38624,Q9U8G2,0
P38634,P52286,0
P38701,P39015,0
P38701,P39938,0
P38701,P48589,0
P38701,Q01855,0
P38701,Q08745,0
P38701,Q3E792,0
P38701,Q3E7X9,0
P38782,Q99278,0
P38902,Q04307,0
P39015,P39938,0
P39015,P41057,0
P39015,Q3E792,0
P39015,Q3E7X9,0
P39938,P41057,0
P39938,P48589,0
P39938,Q01855,0
P39938,Q08745,0
P39938,Q3E792,0
P40302,P25043,0
P40302,P25451,0
P40303,P25043,0
P40348,P15873,0
P40422,Q04307,0
P40477,Q6PFD9,0
P40486,Q6Q547,0
P40702,Q57KN7,0
P40967,P61769,0
P41057,P48589,0
P41057,Q01855,0
P41057,Q3E792,0
P41057,Q3E7X9,0
P41391,P43487,0
P41805,P49166,0
P41805,P49167,0
P41805,P87262,0
P41805,Q02326,0
P41805,Q02753,0
P41805,Q12690,0
P43355,P61769,0
P43357,P61769,0
P43358,P61769,0
P43403,P62837,0
P43487,P41391,0
P43626,P61769,0
P43627,P61769,0
P46060,P49792,0
P46060,P49792,0
P47758,O81229,0
P47758,P61010,0
P47758,Q5RBR1,0
P47758,Q5XLD9,0
P47758,Q8L805,0
P47871,P61769,0
P48011,P87123,0
P48011,Q09191,0
P48011,Q92399,0
P48589,Q01855,0
P48589,Q3E792,0
P48589,Q3E7X9,0
P49001,Q13705,0
P49023,Q4T0V7,0
P49166,P49167,0
P49166,P87262,0
P49166,Q02326,0
P49166,Q02753,0
P49166,Q12690,0
P49167,P87262,0
P49167,Q02326,0
P49167,Q02753,0
P49167,Q12690,0
P49458,O07347,0
P49458,O62798,0
P49458,P14576,0
P49722,P99026,0
P49722,Q60692,0
P49722,Q9R1P3,0
P49728,P0C1D4,0
P49728,P50369,0
P49728,Q08362,0
P49728,Q08362,0
P49728,Q42496,0
P49728,Q42496,0
P50369,Q00471,0
P50369,Q08362,0
P51765,Q8DIN9,0
P51765,Q8DIP0,0
P51765,Q8DIP0,0
P51765,Q9F1K9,0
P51765,Q9F1K9,0
P51965,P61769,0
P52292,P61769,0
P55089,Q13324,0
P55089,Q7JJ26,0
P56152,Q7DGD4,0
P56658,P12506,0
P58192,P95989,0
P58192,Q97ZX7,0
P58192,Q980K0,0
P58192,Q980L5,0
P58192,Q980Z8,0
P58192,Q9UXD9,0
P58246,Q8YVQ2,0
P58246,Q93SX0,0
P59087,P0A431,0
P59087,Q8DHA7,0
P59087,Q8DHA7,0
P59087,Q8DHJ2,0
P59087,Q8DHJ2,0
P59087,Q8DIN8,0
P59087,Q8DIN8,0
P59087,Q8DIQ0,0
P59087,Q8DIQ0,0
P59087,Q8DIQ1,0
P59087,Q8DJ43,0
P59087,Q8DJZ6,0
P59087,Q9F1L5,0
P59087,Q9F1L5,0
P59087,Q9F1M3,0
P59087,Q9F1R6,0
P59087,Q9F1R6,0
P59595,P61769,0
P59596,P61769,0
P60201,P61769,0
P60422,P02391,0
P60422,P04450,0
P60422,P68919,0
P60616,Q9YI11,0
P60709,P61769,0
P60709,Q8NHL6,0
P61048,Q93SX0,0
P61157,Q3SYX9,0
P61157,Q3SYX9,0
P61769,O11822,0
P61769,O14746,0
P61769,O75638,0
P61769,P01848,0
P61769,P01850,0
P61769,P03204,0
P61769,P03206,0
P61769,P03211,0
P61769,P03485,0
P61769,P04582,0
P61769,P04588,0
P61769,P04602,0
P61769,P04626,0
P61769,P04857,0
P61769,P04858,0
P61769,P09713,0
P61769,P0C213,0
P61769,P12499,0
P61769,P12901,0
P61769,P12977,0
P61769,P13285,0
P61769,P14079,0
P61769,P16104,0
P61769,P16780,0
P61769,P24740,0
P61769,P26590,0
P61769,P27797,0
P61769,P32241,0
P61769,P33260,0
P61769,P40967,0
P61769,P43355,0
P61769,P43357,0
P61769,P43358,0
P61769,P43626,0
P61769,P43627,0
P61769,P51965,0
P61769,P52292,0
P61769,P59595,0
P61769,P62318,0
P61769,P78358,0
P61769,P78358,0
P61769,Q01668,0
P61769,Q03463,0
P61769,Q07352,0
P61769,Q07352,0
P61769,Q0QI92,0
P61769,Q13126,0
P61769,Q13241,0
P61769,Q16655,0
P61769,Q16655,0
P61769,Q1KW74,0
P61769,Q1M075,0
P61769,Q1WDM0,0
P61769,Q2F4V2,0
P61769,Q3KST2,0
P61769,Q3KSU1,0
P61769,Q49PI7,0
P61769,Q69115,0
P61769,Q69123,0
P61769,Q692E0,0
P61769,Q6DHI4,0
P61769,Q6IPR8,0
P61769,Q6N089,0
P61769,Q6N089,0
P61769,Q6P4G7,0
P61769,Q6PIK1,0
P61769,Q6PIZ8,0
P61769,Q6SW59,0
P61769,Q70A61,0
P61769,Q70A61,0
P61769,Q70XD7,0
P61769,Q86942,0
P61769,Q86UW6,0
P61769,Q89490,0
P61769,Q8B2U6,0
P61769,Q8B2U6,0
P61769,Q8IJ44,0
P61769,Q8N355,0
P61769,Q8N355,0
P61769,Q8URG0,0
P61769,Q8WVV4,0
P61769,Q92619,0
P61769,Q92959,0
P61769,Q98Y46,0
P61769,Q98Y46,0
P61769,Q9BZL6,0
P61769,Q9DIT6,0
P61769,Q9NPA0,0
P61769,Q9NPA0,0
P61769,Q9TQB0,0
P61769,Q9TQB0,0
P61769,Q9Y5X3,0
P61769,Q9Y5X3,0
P61769,Q9YV12,0
P61769,Q9YXL3,0
P61769,Q9YXL6,0
P61769,Q9YYH6,0
P61769,Q9YYU8,0
P61770,P14079,0
P61770,Q70A61,0
P61770,Q8URG0,0
P61829,Q2XN67,0
P62158,Q92913,0
P62306,P62308,0
P62306,P62314,0
