protein1_pdb,protein2_pdb,protein1_uniprot,protein2_uniprot,interaction_type
2AQ2,3VXR,P04213,P61769,0
2AQ2,3X12,P04213,P61769,0
2AQ2,3X13,P04213,P61769,0
2AQ2,3X14,P04213,P61769,0
2AQ2,4E5X,P04213,P61769,0
2AQ2,4F7P,P04213,P61769,0
2AQ2,4G8I,P04213,P61769,0
2AQ2,4GUP,P04213,P61769,0
2AQ2,4HX1,P04213,P61769,0
2AQ2,4I48,P04213,P61769,0
2AQ2,4I4W,P04213,P61769,0
2AQ2,4LNR,P04213,P61769,0
2AQ2,4N8V,P04213,P61769,0
2AQ2,4NNY,P04213,P61769,0
2AQ2,4NO0,P04213,P61769,0
2AQ2,4NO2,P04213,P61769,0
2AQ2,4O2C,P04213,P61769,0
2AQ2,4PRN,P04213,P61769,0
2AQ2,4QRR,P04213,P61769,0
2AQ2,4R9H,P04213,P61769,0
2AQ2,4RA3,P04213,P61769,0
2AQ2,4RMQ,P04213,P61769,0
2AQ2,4RMS,P04213,P61769,0
2AQ2,4RMV,P04213,P61769,0
2AQ2,4RMW,P04213,P61769,0
2AQ2,4U1M,P04213,P61769,0
2AQ2,4U1S,P04213,P61769,0
2AQ2,4U6X,P04213,P61769,0
2AQ2,4U6Y,P04213,P61769,0
2AQ2,4WU5,P04213,P61769,0
2AQ2,4X6F,P04213,P61769,0
2AQ2,5C0I,P04213,P61769,0
2AQ2,5CKA,P04213,P61769,0
2AQ2,5D9S,P04213,P61769,0
2AQ2,5DEF,P04213,P61769,0
2AQ2,5E00,P04213,P61769,0
2AQ2,5EU3,P04213,P61769,0
2AQ2,5EU6,P04213,P61769,0
2AQ2,5F9J,P04213,P61769,0
2AQ2,5FA4,P04213,P61769,0
2AQ2,5GRD,P04213,P61769,0
2AQ2,5GSR,P04213,P61769,0
2AQ2,5GSV,P04213,P61769,0
2AQ2,5HHP,P04213,P61769,0
2AQ2,5J1A,P04213,P61769,0
2AQ2,5KNM,P04213,P61769,0
2AQ2,5L2J,P04213,P61769,0
2AQ2,5N1Y,P04213,P61769,0
2AQ2,5NMH,P04213,P61769,0
2AQ2,5NMK,P04213,P61769,0
2AQ2,5SWQ,P04213,P61769,0
2AQ2,5T6W,P04213,P61769,0
2AQ2,5T6Y,P04213,P61769,0
2AQ2,5TXS,P04213,P61769,0
2AQ2,5V5M,P04213,P61769,0
2AQ2,5VUD,P04213,P61769,0
2AQ2,5VUE,P04213,P61769,0
2AQ2,5VWF,P04213,P61769,0
2AQ2,5VWH,P04213,P61769,0
2AQ2,5W67,P04213,P61769,0
2AQ2,5WMO,P04213,P61769,0
2AQ2,5WMQ,P04213,P61769,0
2AQ2,5WXC,P04213,P61769,0
2AQ2,6AT9,P04213,P61769,0
2AQ2,6C15,P04213,P61769,0
2AQ2,6D2R,P04213,P61769,0
2AQ2,6EI2,P04213,P61769,0
2AQ2,6EWO,P04213,P61769,0
2AQ2,6FGB,P04213,P61769,0
2AQ2,6IEX,P04213,P61769,0
2AQ2,6ILM,P04213,P61769,0
2AQ2,6J2E,P04213,P61769,0
2AQ2,6J2J,P04213,P61769,0
2AQ2,6JP3,P04213,P61769,0
2AQ2,6JTO,P04213,P61769,0
2AQ2,6K7T,P04213,P61769,0
2AQ2,6M2J,P04213,P61769,0
2AQ2,6MT6,P04213,P61769,0
2AQ2,6MTL,P04213,P61769,0
2AQ2,6MTM,P04213,P61769,0
2AQ2,6NUX,P04213,P61769,0
2AQ2,6O4Z,P04213,P61769,0
2AQ2,6O51,P04213,P61769,0
2AQ2,6P27,P04213,P61769,0
2AQ2,6PYJ,P04213,P61769,0
2AQ2,6PYV,P04213,P61769,0
2AQ2,6QIP,P04213,P61769,0
2AQ2,6RPA,P04213,P61769,0
2AQ2,6TDO,P04213,P61769,0
2AQ2,6TDS,P04213,P61769,0
2AQ2,6TRN,P04213,P61769,0
2AQ2,6UJ8,P04213,P61769,0
2AQ2,6UJO,P04213,P61769,0
2AQ2,6ULK,P04213,P61769,0
2AQ2,6UZO,P04213,P61769,0
2AQ2,6V2Q,P04213,P61769,0
2AQ2,6VB2,P04213,P61769,0
2AQ2,6VB4,P04213,P61769,0
2AQ2,6VB7,P04213,P61769,0
2AQ2,6VIU,P04213,P61769,0
2AQ2,6VQ2,P04213,P61769,0
2AQ2,6WNA,P04213,P61769,0
2AQ2,6WZY,P04213,P61769,0
2AQ2,6Y27,P04213,P61769,0
2AQ2,6Y29,P04213,P61769,0
2AQ2,6Y2A,P04213,P61769,0
2AQ2,6ZKW,P04213,P61769,0
2AQ2,7DUU,P04213,P61769,0
2AQ2,7JWI,P04213,P61769,0
2AQ2,7JYU,P04213,P61769,0
2AQ2,7JYV,P04213,P61769,0
2AQ2,7KGQ,P04213,P61769,0
2AQ2,7KGR,P04213,P61769,0
2AQ2,7KP0,P04213,P61769,0
2AQ2,7L1B,P04213,P61769,0
2AQ2,7LFZ,P04213,P61769,0
2AQ2,7LG0,P04213,P61769,0
2AQ2,7LG2,P04213,P61769,0
2AQ2,7MJ7,P04213,P61769,0
2AQ2,7MJA,P04213,P61769,0
2AQ2,7N1B,P04213,P61769,0
2AQ2,7N5C,P04213,P61769,0
2AQ2,7N5P,P04213,P61769,0
2AQ2,7N5Q,P04213,P61769,0
2AQ2,7NUI,P04213,P61769,0
2AQ2,7R7W,P04213,P61769,0
2AQ2,7R7Y,P04213,P61769,0
2AQ2,7R80,P04213,P61769,0
2AQ2,7RTD,P04213,P61769,0
2AQ2,7RYM,P04213,P61769,0
2AQ2,7S7F,P04213,P61769,0
2AQ2,7S8Q,P04213,P61769,0
2AQ2,7S8S,P04213,P61769,0
2AQ2,7SIH,P04213,P61769,0
2AQ2,7SIS,P04213,P61769,0
2AQ2,7STF,P04213,P61769,0
2AQ2,7TLT,P04213,P61769,0
2AQ2,7TUC,P04213,P61769,0
2AQ2,7TUD,P04213,P61769,0
2AQ2,7TUE,P04213,P61769,0
2AQ2,7UM2,P04213,P61769,0
2AQ2,7WKJ,P04213,P61769,0
2AQ2,7WT3,P04213,P61769,0
2AQ2,7XF3,P04213,P61769,0
2AQ2,8A7O,P04213,P61769,0
2AQ2,8DV4,P04213,P61769,0
2AQ2,8DVG,P04213,P61769,0
2AQ2,8E2Z,P04213,P61769,0
2AQ2,8EC5,P04213,P61769,0
2AQ2,8ESA,P04213,P61769,0
2AQ2,8GLE,P04213,P61769,0
2AQ2,8GLH,P04213,P61769,0
2AQ2,8GOM,P04213,P61769,0
2AQ2,8ISN,P04213,P61769,0
2AQ2,8SBK,P04213,P61769,0
2AQ3,1A1O,P04213,P61769,0
2AQ3,1AGB,P04213,P61769,0
2AQ3,1AKJ,P04213,P61769,0
2AQ3,1B0G,P04213,P61769,0
2AQ3,1CE6,P04213,P61769,0
2AQ3,1CG9,P04213,P61769,0
2AQ3,1EEZ,P04213,P61769,0
2AQ3,1EFX,P04213,P61769,0
2AQ3,1EXU,P04213,P61769,0
2AQ3,1HHG,P04213,P61769,0
2AQ3,1HHH,P04213,P61769,0
2AQ3,1HHJ,P04213,P61769,0
2AQ3,1HHK,P04213,P61769,0
2AQ3,1HSA,P04213,P61769,0
2AQ3,1HSB,P04213,P61769,0
2AQ3,1I4F,P04213,P61769,0
2AQ3,1I7U,P04213,P61769,0
2AQ3,1IM9,P04213,P61769,0
2AQ3,1KTL,P04213,P61769,0
2AQ3,1M05,P04213,P61769,0
2AQ3,1OF2,P04213,P61769,0
2AQ3,1P7Q,P04213,P61769,0
2AQ3,1QLF,P04213,P61769,0
2AQ3,1QR1,P04213,P61769,0
2AQ3,1QVO,P04213,P61769,0
2AQ3,1SYS,P04213,P61769,0
2AQ3,1SYV,P04213,P61769,0
2AQ3,1T1W,P04213,P61769,0
2AQ3,1T1Z,P04213,P61769,0
2AQ3,1T20,P04213,P61769,0
2AQ3,1T21,P04213,P61769,0
2AQ3,1TMC,P04213,P61769,0
2AQ3,1TVH,P04213,P61769,0
2AQ3,1UQS,P04213,P61769,0
2AQ3,1UXS,P04213,P61769,0
2AQ3,1VGK,P04213,P61769,0
2AQ3,1W0V,P04213,P61769,0
2AQ3,1W0W,P04213,P61769,0
2AQ3,1XR8,P04213,P61769,0
2AQ3,1XR9,P04213,P61769,0
2AQ3,1ZVS,P04213,P61769,0
2AQ3,2A83,P04213,P61769,0
2AQ3,2AV1,P04213,P61769,0
2AQ3,2AXG,P04213,P61769,0
2AQ3,2BSR,P04213,P61769,0
2AQ3,2BSS,P04213,P61769,0
2AQ3,2BVO,P04213,P61769,0
2AQ3,2BVP,P04213,P61769,0
2AQ3,2BVQ,P04213,P61769,0
2AQ3,2C7U,P04213,P61769,0
2AQ3,2CII,P04213,P61769,0
2AQ3,2CIK,P04213,P61769,0
2AQ3,2CLR,P04213,P61769,0
2AQ3,2F8O,P04213,P61769,0
2AQ3,2FZ3,P04213,P61769,0
2AQ3,2GTZ,P04213,P61769,0
2AQ3,2H26,P04213,P61769,0
2AQ3,2H6P,P04213,P61769,0
2AQ3,2HJL,P04213,P61769,0
2AQ3,2V2W,P04213,P61769,0
2AQ3,2XPG,P04213,P61769,0
2AQ3,2YPK,P04213,P61769,0
2AQ3,3AM8,P04213,P61769,0
2AQ3,3BGM,P04213,P61769,0
2AQ3,3BH8,P04213,P61769,0
2AQ3,3BH9,P04213,P61769,0
2AQ3,3BO8,P04213,P61769,0
2AQ3,3BP4,P04213,P61769,0
2AQ3,3BVN,P04213,P61769,0
2AQ3,3BW9,P04213,P61769,0
2AQ3,3CII,P04213,P61769,0
2AQ3,3CZF,P04213,P61769,0
2AQ3,3D18,P04213,P61769,0
2AQ3,3D25,P04213,P61769,0
2AQ3,3D2U,P04213,P61769,0
2AQ3,3D39,P04213,P61769,0
2AQ3,3D3V,P04213,P61769,0
2AQ3,3DBX,P04213,P61769,0
2AQ3,3DX6,P04213,P61769,0
2AQ3,3EKC,P04213,P61769,0
2AQ3,3FQU,P04213,P61769,0
2AQ3,3FQX,P04213,P61769,0
2AQ3,3FT3,P04213,P61769,0
2AQ3,3GIV,P04213,P61769,0
2AQ3,3GSW,P04213,P61769,0
2AQ3,3H7B,P04213,P61769,0
2AQ3,3I6G,P04213,P61769,0
2AQ3,3I6K,P04213,P61769,0
2AQ3,3I6L,P04213,P61769,0
2AQ3,3IB4,P04213,P61769,0
2AQ3,3JTS,P04213,P61769,0
2AQ3,3KLA,P04213,P61769,0
2AQ3,3KPL,P04213,P61769,0
2AQ3,3KPO,P04213,P61769,0
2AQ3,3KPQ,P04213,P61769,0
2AQ3,3KPS,P04213,P61769,0
2AQ3,3L3G,P04213,P61769,0
2AQ3,3LKP,P04213,P61769,0
2AQ3,3LKQ,P04213,P61769,0
2AQ3,3LKR,P04213,P61769,0
2AQ3,3LN4,P04213,P61769,0
2AQ3,3LOZ,P04213,P61769,0
2AQ3,3LV3,P04213,P61769,0
2AQ3,3M1B,P04213,P61769,0
2AQ3,3MR9,P04213,P61769,0
2AQ3,3MRB,P04213,P61769,0
2AQ3,3MRC,P04213,P61769,0
2AQ3,3MRD,P04213,P61769,0
2AQ3,3MRE,P04213,P61769,0
2AQ3,3MRF,P04213,P61769,0
2AQ3,3MRG,P04213,P61769,0
2AQ3,3MRI,P04213,P61769,0
2AQ3,3MRK,P04213,P61769,0
2AQ3,3MRM,P04213,P61769,0
2AQ3,3MRN,P04213,P61769,0
2AQ3,3MRP,P04213,P61769,0
2AQ3,3MRQ,P04213,P61769,0
2AQ3,3MRR,P04213,P61769,0
2AQ3,3MZT,P04213,P61769,0
2AQ3,3NFN,P04213,P61769,0
2AQ3,3OV6,P04213,P61769,0
2AQ3,3OXS,P04213,P61769,0
2AQ3,3QDA,P04213,P61769,0
2AQ3,3QZW,P04213,P61769,0
2AQ3,3RL1,P04213,P61769,0
2AQ3,3RWJ,P04213,P61769,0
2AQ3,3S6C,P04213,P61769,0
2AQ3,3SKM,P04213,P61769,0
2AQ3,3SKO,P04213,P61769,0
2AQ3,3SPV,P04213,P61769,0
2AQ3,3TID,P04213,P61769,0
2AQ3,3TO2,P04213,P61769,0
2AQ3,3VFP,P04213,P61769,0
2AQ3,3VFS,P04213,P61769,0
2AQ3,3VFT,P04213,P61769,0
2AQ3,3VFU,P04213,P61769,0
2AQ3,3VRJ,P04213,P61769,0
2AQ3,3VWJ,P04213,P61769,0
2AQ3,3VXN,P04213,P61769,0
2AQ3,3VXO,P04213,P61769,0
2AQ3,3VXR,P04213,P61769,0
2AQ3,3X12,P04213,P61769,0
2AQ3,3X13,P04213,P61769,0
2AQ3,3X14,P04213,P61769,0
2AQ3,4E5X,P04213,P61769,0
2AQ3,4F7P,P04213,P61769,0
2AQ3,4G8I,P04213,P61769,0
2AQ3,4GUP,P04213,P61769,0
2AQ3,4HX1,P04213,P61769,0
2AQ3,4I48,P04213,P61769,0
2AQ3,4I4W,P04213,P61769,0
2AQ3,4LNR,P04213,P61769,0
2AQ3,4N8V,P04213,P61769,0
2AQ3,4NNY,P04213,P61769,0
2AQ3,4NO0,P04213,P61769,0
2AQ3,4NO2,P04213,P61769,0
2AQ3,4O2C,P04213,P61769,0
2AQ3,4PRN,P04213,P61769,0
2AQ3,4QRR,P04213,P61769,0
2AQ3,4R9H,P04213,P61769,0
2AQ3,4RA3,P04213,P61769,0
2AQ3,4RMQ,P04213,P61769,0
2AQ3,4RMS,P04213,P61769,0
2AQ3,4RMV,P04213,P61769,0
2AQ3,4RMW,P04213,P61769,0
2AQ3,4U1M,P04213,P61769,0
2AQ3,4U1S,P04213,P61769,0
2AQ3,4U6X,P04213,P61769,0
2AQ3,4U6Y,P04213,P61769,0
2AQ3,4WU5,P04213,P61769,0
2AQ3,4X6F,P04213,P61769,0
2AQ3,5C0I,P04213,P61769,0
2AQ3,5CKA,P04213,P61769,0
2AQ3,5D9S,P04213,P61769,0
2AQ3,5DEF,P04213,P61769,0
2AQ3,5E00,P04213,P61769,0
2AQ3,5EU3,P04213,P61769,0
2AQ3,5EU6,P04213,P61769,0
2AQ3,5F9J,P04213,P61769,0
2AQ3,5FA4,P04213,P61769,0
2AQ3,5GRD,P04213,P61769,0
2AQ3,5GSR,P04213,P61769,0
2AQ3,5GSV,P04213,P61769,0
2AQ3,5HHP,P04213,P61769,0
2AQ3,5J1A,P04213,P61769,0
2AQ3,5KNM,P04213,P61769,0
2AQ3,5L2J,P04213,P61769,0
2AQ3,5N1Y,P04213,P61769,0
2AQ3,5NMH,P04213,P61769,0
2AQ3,5NMK,P04213,P61769,0
2AQ3,5SWQ,P04213,P61769,0
2AQ3,5T6W,P04213,P61769,0
2AQ3,5T6Y,P04213,P61769,0
2AQ3,5TXS,P04213,P61769,0
2AQ3,5V5M,P04213,P61769,0
2AQ3,5VUD,P04213,P61769,0
2AQ3,5VUE,P04213,P61769,0
2AQ3,5VWF,P04213,P61769,0
2AQ3,5VWH,P04213,P61769,0
2AQ3,5W67,P04213,P61769,0
2AQ3,5WMO,P04213,P61769,0
2AQ3,5WMQ,P04213,P61769,0
2AQ3,5WXC,P04213,P61769,0
2AQ3,6AT9,P04213,P61769,0
2AQ3,6C15,P04213,P61769,0
2AQ3,6D2R,P04213,P61769,0
2AQ3,6EI2,P04213,P61769,0
2AQ3,6EWO,P04213,P61769,0
2AQ3,6FGB,P04213,P61769,0
2AQ3,6IEX,P04213,P61769,0
2AQ3,6ILM,P04213,P61769,0
2AQ3,6J2E,P04213,P61769,0
2AQ3,6J2J,P04213,P61769,0
2AQ3,6JP3,P04213,P61769,0
2AQ3,6JTO,P04213,P61769,0
2AQ3,6K7T,P04213,P61769,0
2AQ3,6M2J,P04213,P61769,0
2AQ3,6MT6,P04213,P61769,0
2AQ3,6MTL,P04213,P61769,0
2AQ3,6MTM,P04213,P61769,0
2AQ3,6NUX,P04213,P61769,0
2AQ3,6O4Z,P04213,P61769,0
2AQ3,6O51,P04213,P61769,0
2AQ3,6P27,P04213,P61769,0
2AQ3,6PYJ,P04213,P61769,0
2AQ3,6PYV,P04213,P61769,0
2AQ3,6QIP,P04213,P61769,0
2AQ3,6RPA,P04213,P61769,0
2AQ3,6TDO,P04213,P61769,0
2AQ3,6TDS,P04213,P61769,0
2AQ3,6TRN,P04213,P61769,0
2AQ3,6UJ8,P04213,P61769,0
2AQ3,6UJO,P04213,P61769,0
2AQ3,6ULK,P04213,P61769,0
2AQ3,6UZO,P04213,P61769,0
2AQ3,6V2Q,P04213,P61769,0
2AQ3,6VB2,P04213,P61769,0
2AQ3,6VB4,P04213,P61769,0
2AQ3,6VB7,P04213,P61769,0
2AQ3,6VIU,P04213,P61769,0
2AQ3,6VQ2,P04213,P61769,0
2AQ3,6WNA,P04213,P61769,0
2AQ3,6WZY,P04213,P61769,0
2AQ3,6Y27,P04213,P61769,0
2AQ3,6Y29,P04213,P61769,0
2AQ3,6Y2A,P04213,P61769,0
2AQ3,6ZKW,P04213,P61769,0
2AQ3,7DUU,P04213,P61769,0
2AQ3,7JWI,P04213,P61769,0
2AQ3,7JYU,P04213,P61769,0
2AQ3,7JYV,P04213,P61769,0
2AQ3,7KGQ,P04213,P61769,0
2AQ3,7KGR,P04213,P61769,0
2AQ3,7KP0,P04213,P61769,0
2AQ3,7L1B,P04213,P61769,0
2AQ3,7LFZ,P04213,P61769,0
2AQ3,7LG0,P04213,P61769,0
2AQ3,7LG2,P04213,P61769,0
2AQ3,7MJ7,P04213,P61769,0
2AQ3,7MJA,P04213,P61769,0
2AQ3,7N1B,P04213,P61769,0
2AQ3,7N5C,P04213,P61769,0
2AQ3,7N5P,P04213,P61769,0
2AQ3,7N5Q,P04213,P61769,0
2AQ3,7NUI,P04213,P61769,0
2AQ3,7R7W,P04213,P61769,0
2AQ3,7R7Y,P04213,P61769,0
2AQ3,7R80,P04213,P61769,0
2AQ3,7RTD,P04213,P61769,0
2AQ3,7RYM,P04213,P61769,0
2AQ3,7S7F,P04213,P61769,0
2AQ3,7S8Q,P04213,P61769,0
2AQ3,7S8S,P04213,P61769,0
2AQ3,7SIH,P04213,P61769,0
2AQ3,7SIS,P04213,P61769,0
2AQ3,7STF,P04213,P61769,0
2AQ3,7TLT,P04213,P61769,0
2AQ3,7TUC,P04213,P61769,0
2AQ3,7TUD,P04213,P61769,0
2AQ3,7TUE,P04213,P61769,0
2AQ3,7UM2,P04213,P61769,0
2AQ3,7WKJ,P04213,P61769,0
2AQ3,7WT3,P04213,P61769,0
2AQ3,7XF3,P04213,P61769,0
2AQ3,8A7O,P04213,P61769,0
2AQ3,8DV4,P04213,P61769,0
2AQ3,8DVG,P04213,P61769,0
2AQ3,8E2Z,P04213,P61769,0
2AQ3,8EC5,P04213,P61769,0
2AQ3,8ESA,P04213,P61769,0
2AQ3,8GLE,P04213,P61769,0
2AQ3,8GLH,P04213,P61769,0
2AQ3,8GOM,P04213,P61769,0
2AQ3,8ISN,P04213,P61769,0
2AQ3,8SBK,P04213,P61769,0
1A6A,1DYQ,P04229,P0A0L2,0
1A6A,1ESF,P04229,P0A0L2,0
1A6A,5FK9,P04229,P0A0L2,0
1D5M,1DYQ,P04229,P0A0L2,0
1D5M,1ESF,P04229,P0A0L2,0
1D5M,5FK9,P04229,P0A0L2,0
1D6E,1DYQ,P04229,P0A0L2,0
1D6E,1ESF,P04229,P0A0L2,0
1D6E,5FK9,P04229,P0A0L2,0
1FYT,1DYQ,P04229,P0A0L2,0
1FYT,1ESF,P04229,P0A0L2,0
1FYT,5FK9,P04229,P0A0L2,0
1HXY,1DYQ,P04229,P0A0L2,0
1HXY,1ESF,P04229,P0A0L2,0
1J8H,1DYQ,P04229,P0A0L2,0
1J8H,1ESF,P04229,P0A0L2,0
1J8H,5FK9,P04229,P0A0L2,0
1JWM,1DYQ,P04229,P0A0L2,0
1JWM,1ESF,P04229,P0A0L2,0
1JWM,5FK9,P04229,P0A0L2,0
1JWS,1DYQ,P04229,P0A0L2,0
1JWS,1ESF,P04229,P0A0L2,0
1JWS,5FK9,P04229,P0A0L2,0
1JWU,1DYQ,P04229,P0A0L2,0
1JWU,1ESF,P04229,P0A0L2,0
1JWU,5FK9,P04229,P0A0L2,0
1KLG,1DYQ,P04229,P0A0L2,0
1KLG,1ESF,P04229,P0A0L2,0
1KLG,5FK9,P04229,P0A0L2,0
1PYW,1DYQ,P04229,P0A0L2,0
1PYW,1ESF,P04229,P0A0L2,0
1PYW,5FK9,P04229,P0A0L2,0
1SEB,1DYQ,P04229,P0A0L2,0
1SEB,1ESF,P04229,P0A0L2,0
1SEB,5FK9,P04229,P0A0L2,0
1SJE,1DYQ,P04229,P0A0L2,0
1SJE,1ESF,P04229,P0A0L2,0
1SJE,5FK9,P04229,P0A0L2,0
1T5W,1DYQ,P04229,P0A0L2,0
1T5W,1ESF,P04229,P0A0L2,0
1T5W,5FK9,P04229,P0A0L2,0
1T5X,1DYQ,P04229,P0A0L2,0
1T5X,1ESF,P04229,P0A0L2,0
1T5X,5FK9,P04229,P0A0L2,0
2FSE,1DYQ,P04229,P0A0L2,0
2FSE,1ESF,P04229,P0A0L2,0
2FSE,5FK9,P04229,P0A0L2,0
2IPK,1DYQ,P04229,P0A0L2,0
2IPK,1ESF,P04229,P0A0L2,0
2OJE,1DYQ,P04229,P0A0L2,0
2OJE,1ESF,P04229,P0A0L2,0
2OJE,5FK9,P04229,P0A0L2,0
2XN9,1DYQ,P04229,P0A0L2,0
2XN9,1ESF,P04229,P0A0L2,0
3L6F,1DYQ,P04229,P0A0L2,0
3L6F,1ESF,P04229,P0A0L2,0
3L6F,5FK9,P04229,P0A0L2,0
3S5L,1DYQ,P04229,P0A0L2,0
3S5L,1ESF,P04229,P0A0L2,0
3S5L,5FK9,P04229,P0A0L2,0
4I5B,1DYQ,P04229,P0A0L2,0
4I5B,1ESF,P04229,P0A0L2,0
4I5B,5FK9,P04229,P0A0L2,0
4MCZ,1DYQ,P04229,P0A0L2,0
4MCZ,1ESF,P04229,P0A0L2,0
4MCZ,5FK9,P04229,P0A0L2,0
4MD0,1DYQ,P04229,P0A0L2,0
4MD0,1ESF,P04229,P0A0L2,0
4MD0,5FK9,P04229,P0A0L2,0
4MD5,1DYQ,P04229,P0A0L2,0
4MD5,1ESF,P04229,P0A0L2,0
4MD5,5FK9,P04229,P0A0L2,0
4MDI,1DYQ,P04229,P0A0L2,0
4MDI,1ESF,P04229,P0A0L2,0
4MDI,5FK9,P04229,P0A0L2,0
4MDJ,1DYQ,P04229,P0A0L2,0
4MDJ,1ESF,P04229,P0A0L2,0
4MDJ,5FK9,P04229,P0A0L2,0
4Y1A,1DYQ,P04229,P0A0L2,0
4Y1A,1ESF,P04229,P0A0L2,0
4Y1A,5FK9,P04229,P0A0L2,0
6BIJ,1DYQ,P04229,P0A0L2,0
6BIJ,1ESF,P04229,P0A0L2,0
6BIJ,5FK9,P04229,P0A0L2,0
6BIN,1DYQ,P04229,P0A0L2,0
6BIN,1ESF,P04229,P0A0L2,0
6BIN,5FK9,P04229,P0A0L2,0
6BIR,1DYQ,P04229,P0A0L2,0
6BIR,1ESF,P04229,P0A0L2,0
6BIR,5FK9,P04229,P0A0L2,0
6HBY,1DYQ,P04229,P0A0L2,0
6HBY,1ESF,P04229,P0A0L2,0
6HBY,5FK9,P04229,P0A0L2,0
6NIX,1DYQ,P04229,P0A0L2,0
6NIX,1ESF,P04229,P0A0L2,0
6NIX,5FK9,P04229,P0A0L2,0
1A6A,1PYW,P04229,P0A0L3,0
1FYT,1PYW,P04229,P0A0L3,0
1HXY,1PYW,P04229,P0A0L3,0
1J8H,1PYW,P04229,P0A0L3,0
1JWM,1PYW,P04229,P0A0L3,0
1JWS,1PYW,P04229,P0A0L3,0
1JWU,1PYW,P04229,P0A0L3,0
1KLG,1PYW,P04229,P0A0L3,0
1PYW,1PYW,P04229,P0A0L3,0
1SJE,1PYW,P04229,P0A0L3,0
1T5W,1PYW,P04229,P0A0L3,0
1T5X,1PYW,P04229,P0A0L3,0
2FSE,1PYW,P04229,P0A0L3,0
2IPK,1PYW,P04229,P0A0L3,0
2OJE,1PYW,P04229,P0A0L3,0
2XN9,1PYW,P04229,P0A0L3,0
3L6F,1PYW,P04229,P0A0L3,0
4I5B,1PYW,P04229,P0A0L3,0
4MCZ,1PYW,P04229,P0A0L3,0
4MD0,1PYW,P04229,P0A0L3,0
4MD5,1PYW,P04229,P0A0L3,0
4MDI,1PYW,P04229,P0A0L3,0
4MDJ,1PYW,P04229,P0A0L3,0
4Y1A,1PYW,P04229,P0A0L3,0
6BIJ,1PYW,P04229,P0A0L3,0
6BIN,1PYW,P04229,P0A0L3,0
6BIR,1PYW,P04229,P0A0L3,0
6HBY,1PYW,P04229,P0A0L3,0
6NIX,1PYW,P04229,P0A0L3,0
2X7N,6NYO,P04449,P0CH08,0
2X7N,8HTD,P04449,P0CH08,0
2X7N,8HTE,P04449,P0CH08,0
2X7N,2X7N,P04449,P0CX41,0
2X7N,1CK2,P04449,P14120,0
2X7N,1NMU,P04449,P14120,0
2X7N,1T0K,P04449,P14120,0
2X7N,4ZOX,P04449,P41805,0
2X7N,3JBS,P04449,Q02326,0
1G9M,6UBI,P04578,Q6GMX0,0
1GC1,6UBI,P04578,Q6GMX0,0
6MQC,6UBI,P04578,Q6GMX0,0
6UBI,6UBI,P04578,Q6GMX0,0
1DDH,1A1O,P04582,P61769,0
1DDH,1AGB,P04582,P61769,0
1DDH,1AKJ,P04582,P61769,0
1DDH,1B0G,P04582,P61769,0
1DDH,1CE6,P04582,P61769,0
1DDH,1CG9,P04582,P61769,0
1DDH,1EEZ,P04582,P61769,0
1DDH,1EFX,P04582,P61769,0
1DDH,1EXU,P04582,P61769,0
1DDH,1HHH,P04582,P61769,0
1DDH,1HHJ,P04582,P61769,0
1DDH,1HHK,P04582,P61769,0
1DDH,1HSA,P04582,P61769,0
1DDH,1HSB,P04582,P61769,0
1DDH,1I4F,P04582,P61769,0
1DDH,1I7U,P04582,P61769,0
1DDH,1IM9,P04582,P61769,0
1DDH,1KTL,P04582,P61769,0
1DDH,1M05,P04582,P61769,0
1DDH,1OF2,P04582,P61769,0
1DDH,1P7Q,P04582,P61769,0
1DDH,1QR1,P04582,P61769,0
1DDH,1QVO,P04582,P61769,0
1DDH,1SYS,P04582,P61769,0
1DDH,1SYV,P04582,P61769,0
1DDH,1T1W,P04582,P61769,0
1DDH,1T1Z,P04582,P61769,0
1DDH,1T20,P04582,P61769,0
1DDH,1T21,P04582,P61769,0
1DDH,1TMC,P04582,P61769,0
1DDH,1UQS,P04582,P61769,0
1DDH,1UXS,P04582,P61769,0
1DDH,1VGK,P04582,P61769,0
1DDH,1W0V,P04582,P61769,0
1DDH,1W0W,P04582,P61769,0
1DDH,1XR8,P04582,P61769,0
1DDH,1XR9,P04582,P61769,0
1DDH,1ZVS,P04582,P61769,0
1DDH,2A83,P04582,P61769,0
1DDH,2AV1,P04582,P61769,0
1DDH,2AXG,P04582,P61769,0
1DDH,2BSR,P04582,P61769,0
1DDH,2BSS,P04582,P61769,0
1DDH,2BVO,P04582,P61769,0
1DDH,2BVP,P04582,P61769,0
1DDH,2BVQ,P04582,P61769,0
1DDH,2C7U,P04582,P61769,0
1DDH,2CII,P04582,P61769,0
1DDH,2CIK,P04582,P61769,0
1DDH,2CLR,P04582,P61769,0
1DDH,2F8O,P04582,P61769,0
1DDH,2FZ3,P04582,P61769,0
1DDH,2GTZ,P04582,P61769,0
1DDH,2H26,P04582,P61769,0
1DDH,2H6P,P04582,P61769,0
1DDH,2HJL,P04582,P61769,0
1DDH,2V2W,P04582,P61769,0
1DDH,2XPG,P04582,P61769,0
1DDH,2YPK,P04582,P61769,0
1DDH,3AM8,P04582,P61769,0
1DDH,3BGM,P04582,P61769,0
1DDH,3BH8,P04582,P61769,0
1DDH,3BH9,P04582,P61769,0
